mobile,Model,sim type,display size,resolution,processor type,processor core,internal storage,ram,camera,network type,battery
"Apple iPhone 7 Plus (Gold, 32 GB)",MNQP2HN/A,Single Sim,13.97 cm (5.5 inch),1920 x 1080 Pixels,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,32 GB,12MP + 12MP,"3G, 4G VOLTE, 2G"
"Apple iPhone 11 (Green, 64 GB)",MWLY2HN/A,Dual Sim,15.49 cm (6.1 inch),1792 x 828 Pixels,A13 Bionic Chip,64 GB,12MP + 12MP,"4G VOLTE, 4G, 3G, 2G"
MTR Ferrari  (Blue),Ferrari,Dual Sim,4.5 cm (1.77 inch),120 x 240$$Pixels,64 MB,64 MB,0.3MP,2G,800 mAh
MTR Ferrari  (Yellow),FERRARI,Dual Sim,4.5 cm (1.77 inch),120 x 240$$Pixels,64 MB,64 MB,0.3MP,2G,800 mAh
"Apple iPhone 8 (Silver, 256 GB)",MQ7G2HN/A,Single Sim,11.94 cm (4.7 inch),1334 x 750 Pixels,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor",256 GB,12MP,"3G, 4G, 2G"
Nokia Ta -1010/ Nokia 105  (Blue),Nokia 105,Single Sim,4.57 cm (1.8 inch),107 x 144 Pixels,4 MB,4 MB,2G,800 mAh
"Vivo V9 Youth (Black, 32 GB)  (4 GB RAM)",1727,Dual Sim,16.0 cm (6.3 inch),2280 x 1080 Pixels,Qualcomm Snapdragon 450,Octa Core,32 GB,4 GB,16MP + 2MP,"3G, 4G VOLTE, 2G",3260 mAh
"Apple iPhone 11 Pro Max (Silver, 256 GB)",MWHK2HN/A,Dual Sim,16.51 cm (6.5 inch),2688 x 1242 Pixels,A13 Bionic Chip,256 GB,12MP + 12MP + 12MP,"4G VOLTE, 4G, 3G, 2G"
"Nokia 6.1 (Gold, Blue, 32 GB)  (4 GB RAM)",Dual Sim,13.97 cm (5.5 inch),1920 x 1080 Pixels,Qualcomm Snapdragon 630,Octa Core,32 GB,4 GB,16MP,"3G, 4G VOLTE, 4G, 2G",3000 mAh
"Redmi K20 (Carbon Black, 64 GB)  (6 GB RAM)",MZB7754IN,Dual Sim,16.23 cm (6.39 inch),2340 x 1080 pixels,Qualcomm Snapdragon 730,Octa Core,64 GB,6 GB,48MP + 13MP + 8MP,"4G VOLTE, 3G, 2G",4000 mAh
"Redmi Note 7 (Ruby Red, 64 GB)  (4 GB RAM)",MZB7412IN,Dual Sim,16.0 cm (6.3 inch),2340 x 1080 pixels,Qualcomm Snapdragon 660 AIE,Octa Core,64 GB,4 GB,12MP + 2MP,"3G, 4G VOLTE, 2G",4000 mAh
"OPPO K1 (Astral Blue, 64 GB)  (4 GB RAM)",CPH1893,Dual Sim,16.28 cm (6.41 inch),2340 x 1080 pixels,Qualcomm Snapdragon 660 Octa Core 1.95 GHz,Octa Core,64 GB,4 GB,16MP + 2MP,"3G, 4G VOLTE, 4G, 2G",3600 mAh
"Google Pixel 3a (Just Black, 64 GB)  (4 GB RAM)",G020F,Single Sim,14.22 cm (5.6 inch),2220 x 1080 pixels,Qualcomm Snapdragon 670,Octa Core,64 GB,4 GB,12.2MP,"3G, 4G VOLTE, 4G, 2G",3000 mAh
"LG G7+ ThinQ (Black, 128 GB)  (6 GB RAM)",LMG710EAW,Dual Sim,15.49 cm (6.1 inch),3120 x 1440 Pixels,Qualcomm Snapdragon 845,Octa Core,128 GB,6 GB,16MP + 16MP,"3G, 4G VOLTE, 4G, 2G",3000 mAh
"LG G7+ ThinQ (Platinum, 128 GB)  (6 GB RAM)",LMG710EAW,Dual Sim,15.49 cm (6.1 inch),3120 x 1440 Pixels,Qualcomm Snapdragon 845,Octa Core,128 GB,6 GB,16MP + 16MP,"3G, 4G VOLTE, 4G, 2G",3000 mAh
"Asus Zenfone 4 Selfie Pro (Gold, 64 GB)  (4 GB RAM)",ZD552KL-5G055IN,Dual Sim,13.97 cm (5.5 inch),1920 x 1080 Pixels,Octa Core Qualcomm Snapdragon 625,Octa Core,64 GB,4 GB,16MP,"3G, 4G VOLTE, 4G, 2G",3000 mAh
"Nokia 5.1 Plus (Black, 32 GB)  (3 GB RAM)",TA-1102 DS,Dual Sim,14.73 cm (5.8 inch),720 x 1520 pixels,MediaTek Helio P60,Octa Core,32 GB,3 GB,13MP + 5MP,"3G, 4G, 2G",3060 mAh
Kechaoda K5  (Ligth Gold),K5,Dual Sim,4.57 cm (1.8 inch),128x160 Pixels,32 MB,32 MB,0.3MP,2G,1000 mAh
"Apple iPhone 11 (Yellow, 128 GB)",MWM42HN/A,Dual Sim,15.49 cm (6.1 inch),1792 x 828 Pixels,A13 Bionic Chip,128 GB,12MP + 12MP,"4G VOLTE, 4G, 3G, 2G"
Nokia 150/150 DS  (Black),RM-1190,Dual Sim,6.1 cm (2.4 inch),240 x 320 Pixels,NA,4 MB,4 MB,0.3MP,2G,1020 mAh
MTR Ferrari  (Red),Ferrari,Dual Sim,4.5 cm (1.77 inch),120 x 240$$Pixels,64 MB,64 MB,0.3MP,2G,800 mAh
"Samsung Galaxy S10 Plus (Ceramic Black, 512 GB)  (8 GB RAM)",SM-G975FCKGINS,Dual Sim,16.26 cm (6.4 inch),3040 x 1440 pixel,Exynos 9 9820,Octa Core,512 GB,8 GB,16MP + 12MP,"3G, 4G, 2G",4100 mAh
"Apple iPhone 11 Pro (Gold, 64 GB)",MWC52HN/A,Dual Sim,14.73 cm (5.8 inch),2436 x 1125 Pixels,A13 Bionic Chip,64 GB,12MP + 12MP + 12MP,"4G VOLTE, 4G, 3G, 2G"
Micromax X378  (Blue),X378,Dual Sim,4.5 cm (1.77 inch),240 x 320$$Pixels,32 MB,32 MB,1MP,2G,800 mAh
"Samsung Galaxy S9 Plus (Burgundy Red, 64 GB)  (6 GB RAM)",SM-G965FZRDINS,Dual Sim,15.75 cm (6.2 inch),2960 x 1440 Pixels,Exynos 9810,Octa Core,64 GB,6 GB,12MP + 12MP,"3G, 4G, 2G",3500 mAh
"Infinix Smart 2 (Serene Gold, 32 GB)  (3 GB RAM)",X5515I,Dual Sim,13.84 cm (5.45 inch),720 x 1440 Pixels,MTK6739 64 bit Quad Core,Quad Core,32 GB,3 GB,13MP,"3G, 4G VOLTE, 4G, 2G",3050 mAh
"Infinix Smart 2 (Sandstone Black, 32 GB)  (3 GB RAM)",X5515I,Dual Sim,13.84 cm (5.45 inch),720 x 1440 Pixels,MTK6739 64 bit Quad Core,Quad Core,32 GB,3 GB,13MP,"3G, 4G VOLTE, 4G, 2G",3050 mAh
"Moto G7 (Black, 64 GB)  (4 GB RAM)",XT1962-6,Dual Sim,15.75 cm (6.2 inch),2270 x 1080 pixels,Qualcomm Snapdragon 632,Octa Core,64 GB,4 GB,12MP + 5MP,"3G, 4G VOLTE, 4G, 2G",3000 mAh
"Samsung Galaxy S3 Neo (Marble White, 16 GB)  (1.5 GB RAM)",GT-I9300RWIINS/INU,Dual Sim,12.19 cm (4.8 inch),1280 x 720 Pixels,Cortex-A7,Quad Core,16 GB,1.5 GB,8MP,"3G, 2G",2100 mAh
"Tork T27 Power  (Black, Green)",T27,Dual Sim,6.1 cm (2.4 inch),240 x 320$$pixel,32 MB,32 MB,0.3MP,2G,2500 mAh
"OPPO Ravichandran Ashwin Limited Edition (Black, 64 GB)  (4 GB RAM)",Dual Sim,15.82 cm (6.23 inch),2280 x 1080 Pixels,MTK P60 Octa Core 2.0 GHz,Octa Core,64 GB,4 GB,16MP,"3G, 4G, 2G",3400 mAh
Samsung Guru 1200  (Black),GT-E1200ZKYINS,Single Sim,3.81 cm (1.5 inch),128 x 128 Pixels,0 0 0 0 Processor,NA,2G,800 mAh
"Apple iPhone 11 Pro Max (Silver, 256 GB)",MWHK2HN/A,Dual Sim,16.51 cm (6.5 inch),2688 x 1242 Pixels,A13 Bionic Chip,256 GB,12MP + 12MP + 12MP,"4G VOLTE, 4G, 3G, 2G"
Forme N1  (Red+Black),N1,Dual Sim,4.57 cm (1.8 inch),128*160,32 MB,32 MB,0.3MP,2G,850 mAh
Micromax X742  (Black&Red),X742,Dual Sim,6.1 cm (2.4 inch),240 x 320$$Pixels,32 MB,32 MB,1MP,2G,1000 mAh
Micromax X742  (Black),X742,Dual Sim,6.1 cm (2.4 inch),240 x 320$$Pixels,32 MB,32 MB,1MP,2G,1000 mAh
I Kall K29  (Red),K29,Dual Sim,4.57 cm (1.8 inch),128 x 160,64 MB,32 MB,0.3MP,2G,1800 mAh
"Gionee S11 Lite (Dark Blue, 32 GB)  (4 GB RAM)",Dual Sim,14.48 cm (5.7 inch),1440 x 720 pixels,Snapdragon 430 Octa-core,Octa Core,32 GB,4 GB,13MP + 2MP,"3G, 4G, 2G",3030 mAh
"Gionee S11 Lite (Black, 32 GB)  (4 GB RAM)",Dual Sim,14.48 cm (5.7 inch),1440 x 720 pixels,Snapdragon 430 Octa-core,Octa Core,32 GB,4 GB,13MP + 2MP,"3G, 4G, 2G",3030 mAh
"Honor 9N (Robin Egg Blue, 64 GB)  (4 GB RAM)",LLD-AL20,Dual Sim,14.83 cm (5.84 inches),2280 x 1080 Pixels,Kirin 659 Octa Core,Octa Core,64 GB,4 GB,13MP + 2MP,"3G, 4G VOLTE, 4G, 2G",3000 mAh
"Infinix Note 5 (Berlin Gray, 32 GB)  (3 GB RAM)",X604,Dual Sim,15.21 cm (5.99 inch),1080 x 2160 pixels,Mediatek helio P23 Octa core,Octa Core,32 GB,3 GB,12MP,"3G, 4G VOLTE, 2G",4500 mAh
"Alcatel Idol 4 (Dark Grey, 16 GB)  (3 GB RAM)",Dual Sim,13.21 cm (5.2 inch),1920 x 1080,MSM8952,Octa Core,16 GB,3 GB,13MP,"3G, 4G, 2G",2610 mAh
"Alcatel Idol 4 (Metal Silver, 16 GB)  (3 GB RAM)",Dual Sim,13.21 cm (5.2 inch),1920 x 1080,MSM8952,Octa Core,16 GB,3 GB,13MP,"3G, 4G, 2G",2610 mAh
"Samsung Galaxy A50s (Prism Crush Black, 128 GB)  (6 GB RAM)",SM-A507FZKWINS,Dual Sim,16.26 cm (6.4 inch),2340 x 1080 Pixels,Exynos 9611 - Octa-Core,Octa Core,128 GB,6 GB,48MP + 8MP +  5MP,"4G, 3G, 2G",4000 mAh
"Honor 7S (Blue, 16 GB)  (2 GB RAM)",DUA-AL00,Dual Sim,13.84 cm (5.45 inch),1440 x 720 pixels,Mediatek MT6739 Cortex A53,Quad Core,16 GB,2 GB,13MP,"3G, 4G, 2G",3020 mAh
"Apple iPhone 11 Pro Max (Space Grey, 512 GB)",MWHN2HN/A,Dual Sim,16.51 cm (6.5 inch),2688 x 1242 Pixels,A13 Bionic Chip,512 GB,12MP + 12MP + 12MP,"4G VOLTE, 4G, 3G, 2G"
"Honor 9N (Robin Egg Blue, 32 GB)  (3 GB RAM)",LLD-AL20,Dual Sim,14.83 cm (5.84 inches),2280 x 1080 Pixels,Kirin 659 Octa Core,Octa Core,32 GB,3 GB,13MP + 2MP,"3G, 4G VOLTE, 4G, 2G",3000 mAh
Samsung Guru FM Plus SM-B110E/D  (Dark Blue),SM-B110EABDINS,Dual Sim,3.81 cm (1.5 inch),128 x 128 Pixels,NA,2G,800 mAh
"OPPO R17 (Neon Purple, 128 GB)  (8 GB RAM)",R17,Dual Sim,16.26 cm (6.4 inch),2340 x 1080$$Pixels,Octa Core,128 GB,8 GB,16MP,"3G, 4G, 2G",3500 mAh
"OPPO R17 (Ambient Blue, 128 GB)  (8 GB RAM)",R17,Dual Sim,16.26 cm (6.4 inch),2340 x 1080$$Pixels,Octa Core,128 GB,8 GB,16MP,"3G, 4G, 2G",3500 mAh
Niamia Cad V Combo of Two Mobiles  (Green),Cad V Combo of Two Mobiles,Dual Sim,4.57 cm (1.8 inch),320 x 240$$Pixels,32 MB,32 MB,0.08MP,2G,1000 mAh
"Niamia Cad V Combo of Two Mobiles  (Red, Black)",Cad V Combo of Two Mobiles,Dual Sim,4.57 cm (1.8 inch),320x240$$Pixels,32 MB,32 MB,0.08MP,2G,1000 mAh
Kechaoda K92  (Black),K92,Dual Sim,6.1 cm (2.4 inch),240 x 320 Pixels,32 MB,32 MB,0.3MP,2G,1700 mAh
Niamia Cad IV Combo of Two Mobiles  (Blue&Gold),Cad IV Combo of Two Mobiles,Dual Sim,4.57 cm (1.8 inch),320 x 240$$Pixels,32 MB,32 MB,0.08MP,2G,1000 mAh
Niamia Cad V Combo of Two Mobiles  (Blue),Cad V Combo of Two Mobiles,Dual Sim,4.57 cm (1.8 inch),320 x 240$$Pixels,32 MB,32 MB,0.08MP,2G,1000 mAh
"Panasonic P100 (Gold, 16 GB)  (2 GB RAM)",EB-90S50P1CG,Dual Sim,12.7 cm (5 inch),1280 x 720 Pixels,Mediatek MTK 6737 Quad Core,Quad Core,16 GB,2 GB,8MP,"3G, 4G, 2G",2200 mAh
"XOLO BLACK (Black, 16 GB)  (2 GB RAM)",Dual Sim,13.97 cm (5.5 inch),1920 x 1080 Pixels,Qualcomm Snapdragon 615 MSM8939 64-bit Cortex-A53,Octa Core,16 GB,2 GB,13MP,"3G, 4G, 2G",3200 mAh
"Samsung Galaxy A50s (Prism Crush White, 128 GB)  (6 GB RAM)",SM-A507FZWWINS,Dual Sim,16.26 cm (6.4 inch),2340 x 1080 Pixels,Exynos 9611 - Octa-Core,Octa Core,128 GB,6 GB,48MP + 8MP +  5MP,"4G, 3G, 2G",4000 mAh
I Kall K31 New Combo of Two Mobiles  (Blue),K31,Dual Sim,4.57 cm (1.8 inch),128 x 160$$Pixels,64 MB,32 MB,2G,800 mAh
"Samsung Galaxy A50s (Prism Crush Violet, 128 GB)  (6 GB RAM)",SM-A507FZLWINS,Dual Sim,16.26 cm (6.4 inch),2340 x 1080 Pixels,Exynos 9611 - Octa-Core,Octa Core,128 GB,6 GB,48MP + 8MP +  5MP,"4G, 3G, 2G",4000 mAh
Samsung Metro 313  (Black),SM-B313E,Dual Sim,5.16 cm (2.03 inch),128.160 Pixels,2.27 MB,4 MB,0.3MP,1000 mAh
Ziox S333 Wifi  (Black&Champagne),S333 Wifi,Dual Sim,6.1 cm (2.4 inch),240 x 320$$Pixels,64 MB,512 MB,0.3MP,2G,1400 mAh
"Tork T27 Power  (Black, Green)",T27,Dual Sim,6.1 cm (2.4 inch),240 x 320$$pixel,32 MB,32 MB,0.3MP,2G,2500 mAh
Forme N1  (Red+Black),N1,Dual Sim,4.57 cm (1.8 inch),128*160,32 MB,32 MB,0.3MP,2G,850 mAh
I Kall K18 New  (Black),K18 New,Dual Sim,4.57 cm (1.8 inch),128 x 160 Pixels,64 MB,32 MB,0.3MP,2G,800 mAh
"Redmi Note 7 (Sapphire Blue, 64 GB)  (4 GB RAM)",MZB7266IN,Dual Sim,16.0 cm (6.3 inch),2340 x 1080 pixels,Qualcomm Snapdragon 660 AIE,Octa Core,64 GB,4 GB,12MP + 2MP,"3G, 4G VOLTE, 2G",4000 mAh
Itel Power 400  (Light Blue),It5617,Dual Sim,6.1 cm (2.4 inch),320 x 240$$Pixels,32 MB,32 MB,0.3MP,2G,2500 mAh
I Kall K18 New  (Dark Blue),K18 New,Dual Sim,4.57 cm (1.8 inch),128 x 160 Pixels,64 MB,32 MB,0.3MP,2G,800 mAh
"Moto G7 Power (Ceramic Black, 64 GB)  (4 GB RAM)",PAE90000IN,Dual Sim,15.75 cm (6.2 inch),1570 x 720 pixels,Qualcomm Snapdragon 632,Octa Core,64 GB,4 GB,12MP,"3G, 4G, 2G",5000 mAh
"Redmi Note 6 Pro (Black, 64 GB)  (4 GB RAM)",MZB6876IN,Dual Sim,15.9 cm (6.26 inch),2280 x 1080 pixels,Qualcomm Snapdragon 636,Octa Core,64 GB,4 GB,12MP + 5MP,"3G, 4G VOLTE, 4G, 2G",4000 mAh
"XOLO T1000 (Black, 4 GB)  (1 GB RAM)",Single Sim,11.94 cm (4.7 inch),1280 x 720 Pixels,NVIDIA Tegra 3,Quad Core,4 GB,1 GB,8MP,3G,2000 mAh
Micromax X1i-2017  (Blue),X1i-2017,Dual Sim,6.1 cm (2.4 inch),320 x 480 Pixels,32 MB,32 MB,0.08MP,2G,1300 mAh
"Infinix Hot 7 (Mocha Brown, 64 GB)  (4 GB RAM)",X625C,Dual Sim,15.72 cm (6.19 inch),1500 x 720 pixels,Helio P25 (MTK6757CD),Octa Core,64 GB,4 GB,13MP + 2MP,"4G, 3G, 2G",4000 mAh
"OPPO A1K (Black, 32 GB)  (2 GB RAM)",CPH1923,Dual Sim,15.49 cm (6.1 inch),720 x 1560 pixels,MT6762R,Octa Core,32 GB,2 GB,8MP,"3G, 4G VOLTE, 4G, 2G",4000 mAh
"Infinix Hot 7 (Aqua Blue, 64 GB)  (4 GB RAM)",X625C,Dual Sim,15.72 cm (6.19 inch),1500 x 720 pixels,Helio P25 (MTK6757CD),Octa Core,64 GB,4 GB,13MP + 2MP,"4G, 3G, 2G",4000 mAh
"OPPO A5s (Red, 32 GB)  (3 GB RAM)",CPH1909,Dual Sim,15.75 cm (6.2 inch),1520 x 720 pixels,MTK MT6765,Octa Core,32 GB,3 GB,13MP + 2MP,"3G, 4G VOLTE, 4G, 2G",4230 mAh
Itel It2171  (City Blue),It2171,Dual Sim,4.57 cm (1.8 inch),320 x 240$$Pixels,32 MB,32 MB,0.3MP,2G,1000 mAh
Samsung Guru Music 2  (Blue),SM-B310EZBDINS,Dual Sim,5.08 cm (2 inch),128 x 160 Pixels,0 0 0 208MHz,NA,2G,800 mAh
"Samsung Galaxy A20s (Green, 32 GB)  (3 GB RAM)",SM-A207FZGDINS,Dual Sim,16.51 cm (6.5 inch),720 x 1520 Pixels,Qualcomm SDM450-B01,Octa Core,32 GB,3 GB,13MP + 8MP +  5MP,"4G, 3G, 2G",4000 mAh
Karbonn K24 Plus Pro  (Grey Black),K24 Plus Pro,Dual Sim,6.1 cm (2.4 inch),240 x 320$$Pixels,32 MB,32 MB,0.3MP,2G,1800 mAh
"Redmi Note 5 Pro (Rose Gold, 64 GB)  (4 GB RAM)",MZB6082IN / MZB6090IN,Dual Sim,15.21 cm (5.99 inch),2160 x 1080 Pixels,Qualcomm Snapdragon 636,Octa Core,64 GB,4 GB,12MP + 5MP,"3G, 4G VOLTE, 4G",4000 mAh
Itel It2171  (Sun Red),It2171,Dual Sim,4.57 cm (1.8 inch),320 x 240$$Pixels,32 MB,32 MB,0.3MP,2G,1000 mAh
"Mi 4i (Yellow, 16 GB)  (2 GB RAM)",MZB4427IN,Dual Sim,12.7 cm (5 inch),1920 x 1080 Pixels,2nd-gen Snapdragon 615 64-bit octa-core,Octa Core,16 GB,2 GB,13MP,"3G, 4G, 2G",3030 mAh
Karbonn K140 Pop  (White),K140 Pop,Dual Sim,4.57 cm (1.8 inch),128 x 160$$Pixels,32 MB,32 MB,0.3MP,2G,1000 mAh
Niamia CAD 1 Combo of Two Mobiles  (Grey&White),CAD 1,Dual Sim,4.57 cm (1.8 inch),320*240,32 MB,32 MB,0.08MP,2G,1000 mAh
Jivi X93 Grand  (Black),X93,Dual Sim,4.57 cm (1.8 inch),128x160 Pixels,NA,32 MB,32 MB,0.3MP + 0MP,2G,2750 mAh
"OPPO A83 (2018 Edition) (Blue, 64 GB)  (4 GB RAM)",Dual Sim,14.48 cm (5.7 inch),1440 x 720 Pixels,MT6763T,Octa Core,64 GB,4 GB,13MP,"3G, 4G VOLTE, 2G",3180 mAh
Karbonn Kx23  (White&Rose Gold),Kx23,Dual Sim,6.1 cm (2.4 inch),240 x 320$$Pixels,32 MB,20 MB,0.3MP,2G,1900 mAh
"Honor 6 Plus (Black, 32 GB)  (3 GB RAM)",PE-TL10,Single Sim,13.97 cm (5.5 inch),1920 x 1080 Pixels,Hisilicon Kirin 925 Cortex-A15 + Cortex-A7,Octa Core,32 GB,3 GB,8MP + 8MP,"3G, 4G, 2G",3600 mAh
Micromax X930  (Red),X930,Dual Sim,7.11 cm (2.8 inch),320 x 240$$Pixels,20 MB,20 MB,0.2MP,2G,3000 mAh
"Redmi 5 (Lake Blue, 64 GB)  (4 GB RAM)",MDI 1,Dual Sim,14.48 cm (5.7 inch),1440 x 720$$Pixels,Octa Core,64 GB,4 GB,12MP,"3G, 4G VOLTE, 2G",3300 mAh
Jivi Banana 6  (Yellow),Banana 6,Dual Sim,6.1 cm (2.4 inch),320 x 240 Pixels,NA,32 MB,32 MB,0.3MP + 0.3MP,2G,1000 mAh
Gfive Fire  (Orange),Fire,Dual Sim,6.1 cm (2.4 inch),320 x 240 Pixels,32 MB,32 MB,0.3MP,2G,1800 mAh
"Samsung Galaxy A30s (Prism Crush Violet, 64 GB)  (4 GB RAM)",SM-A307FZLVINS,Dual Sim,16.26 cm (6.4 inch),1560 x 720 pixels,Exynos 7904,Octa Core,64 GB,4 GB,25MP + 8MP +  5MP,"4G, 3G, 2G",4000 mAh
Jivi N9030  (Black&Gold),N9030,Dual Sim,7.11 cm (2.8 inch),240 x 320$$Pixels,NA,16 MB,1 MB,0.03MP + 0MP,2G,3000 mAh
"Samsung Galaxy S9 (Midnight Black, 128 GB)  (4 GB RAM)",SM-G960FZKGINS,Dual Sim,14.73 cm (5.8 inch),2960 x 1440 Pixels,Exynos 9810,Octa Core,128 GB,4 GB,12MP,"3G, 4G, 2G",3000 mAh
Jivi N9030  (Blue&Gold),N9030,Dual Sim,7.11 cm (2.8 inch),240 x 320$$Pixels,NA,16 MB,1 MB,0.03MP + 0MP,2G,3000 mAh
"Samsung Galaxy M30 (Gradation Black, 64 GB)  (4 GB RAM)",Galaxy M30,Dual Sim,16.26 cm (6.4 inch),1080 x 2340$$Pixels,Quad Core,64 GB,4 GB,13MP,"3G, 4G, 2G",5000 mAh
Kechaoda K66 Plus  (Black & Grey),K66 Plus,Dual Sim,4.5 cm (1.77 inch),320 x 480 Pixels,32 MB,32 MB,0.3MP,2G,850 mAh
Itel IT 2163  (Red),IT 2163,Dual Sim,4.57 cm (1.8 inch),160 x 120$$Pixels,32 MB,32 MB,2G,1000 mAh
"Redmi 6 (Gold, 64 GB)  (3 GB RAM)",MZB6662IN,Dual Sim,13.84 cm (5.45 inch),1440 x 720 pixels,2.0 GHz Mediatek P22 Octacore,Octa Core,64 GB,3 GB,12MP + 5MP,"3G, 4G VOLTE, 2G",3000 mAh
Lava 34 Super  (Black Red),34 Super,Dual Sim,6.1 cm (2.4 inch),240 x 320 pixels,SC6531E,32 MB,32 MB,1.3MP,2G,2500 mAh
"Apple iPhone XR (White, 64 GB)",MRY52HN/A,Dual Sim,15.49 cm (6.1 inch),1792 x 828 pixels,A12 Bionic Chip,64 GB,12MP,"3G, 4G, 2G"
"Lenovo K10 Plus (Sprite, 64 GB)  (4 GB RAM)",PAGW0015IN,Dual Sim,15.8 cm (6.22 inch),720 x 1520 pixels,Qualcomm SDM632,Octa Core,64 GB,4 GB,13MP + 5MP + 8MP,"4G, 2G, 3G",4050 mAh
Tork X1  (Blue Green),X1,Dual Sim,4.57 cm (1.8 inch),128 x 160$$pixels,32 MB,32 MB,0.3MP,2G,1000 mAh
Samsung Guru FM Plus SM-B110E/D  (Black),SM-B110EZKDINS,Dual Sim,3.81 cm (1.5 inch),128 x 128,NA,2G,800 mAh
I Kall K34 Combo of Two Mobiles  (Black&Green$$Black&Green),K34 Combo of Two Mobiles,Dual Sim,4.57 cm (1.8 inch),240 x 320$$Pixels,32 MB,32 MB,0.3MP,2G,800 mAh
Samsung Guru GT  (Black),GT-E1200ZKYINS,Single Sim,3.81 cm (1.5 inch),128*128,0 0 0 0 Processor,153 MB,153 MB,800 mAh
XCCESS X493 Selfie  (Blue&Red),X493 Selfie,Dual Sim,4.57 cm (1.8 inch),128 x 160 Pixels,32 MB,32 MB,0.3MP,2G,800 mAh
Nokia 216/216 DS  (Black),RM-1187,Dual Sim,6.1 cm (2.4 inch),320 x 240 Pixels,0 0 0 0 Processor,NA,16 MB,0.3MP,2G,1020 mAh
I Kall K11  (Red),K11,Dual Sim,4.57 cm (1.8 inch),128 x 160 Pixxels,64 MB,32 MB,0.3MP,2G,1000 mAh
"Samsung Galaxy S9 Plus (Lilac Purple, 64 GB)  (6 GB RAM)",SM-G965FZPDINS,Dual Sim,15.75 cm (6.2 inch),2960 x 1440 Pixels,Exynos 9810,Octa Core,64 GB,6 GB,12MP + 12MP,"3G, 4G, 2G",3500 mAh
Blackbear B5 Click+  (Black&Grey),B5 Click+,Dual Sim,4.57 cm (1.8 inch),240 x 320$$Pixels,64 MB,64 MB,2.4MP,2G,1000 mAh
Karbonn K444 Shakti  (Black),K444,Dual Sim,6.1 cm (2.4 inch),240 x 320 Pixels,NA,512 MB,128 MB,1MP,2G,4000 mAh
"Redmi K20 (Flame Red, 128 GB)  (6 GB RAM)",MZB7759IN,Dual Sim,16.23 cm (6.39 inch),2340 x 1080 pixels,Qualcomm Snapdragon 730,Octa Core,128 GB,6 GB,48MP + 13MP + 8MP,"4G VOLTE, 3G, 2G",4000 mAh
Kechaoda Stylish Bold K101  (Gold),K101,Dual Sim,6.1 cm (2.4 inch),280 x 360 Pixels,32 MB,32 MB,0.03MP,2G,1700 mAh
Nokia 130  (Red),TA-1017,Dual Sim,4.57 cm (1.8 inch),160 x 128 Pixels,4 MB,0.3MP,2G,1020 mAh
"Samsung Galaxy Note 9 (Lavender Purple, 128 GB)  (6 GB RAM)",SM-N960FZPDINS,Dual Sim,16.26 cm (6.4 inch),2960 x 1440 Pixels,Octa Core,128 GB,6 GB,12MP + 12MP,"3G, 4G, 2G",4000 mAh
I Kall K 55  (Red),K55,Dual Sim,4.57 cm (1.8 inch),128 x 160 Pixels,64 MB,32 MB,0.3MP,2G,1000 mAh
Poya P5  (Sky Grey),P5,Dual Sim,4.57 cm (1.8 inch),320 x 240 Pixels,10 MB,10 MB,0.3MP,2G,1000 mAh
Samsung Guru Music 2  (Blue),SM-B310EZBDINS,Dual Sim,5.08 cm (2 inch),128 x 160 Pixels,0 0 0 208MHz,NA,2G,800 mAh
"OPPO A1K (Black, 32 GB)  (2 GB RAM)",CPH1923,Dual Sim,15.49 cm (6.1 inch),720 x 1560 pixels,MT6762R,Octa Core,32 GB,2 GB,8MP,"3G, 4G VOLTE, 4G, 2G",4000 mAh
Forme D10  (Black & Blue),D10,Dual Sim,4.5 cm (1.77 inch),320 x 120$$Pixels,12 MB,12 MB,1.2MP,2G,2500 mAh
Zen X62  (Black & Orange),X62,Dual Sim,4.57 cm (1.8 inch),240 x 320 Pixels,1.3MP,2G,1750 mAh
Tambo S2430  (Black&Red),S2430,Dual Sim,6.1 cm (2.4 inch),240x320 Pixels,24 MB,24 MB,0.3MP,2G,1900 mAh
InFocus Selfie C1  (Black),if9011,Dual Sim,4.57 cm (1.8 inch),320 x 240 Pixels,32 MB,32 MB,1.3MP,2G,1000 mAh
"OPPO A5s (Red, 32 GB)  (3 GB RAM)",CPH1909,Dual Sim,15.75 cm (6.2 inch),1520 x 720 pixels,MTK MT6765,Octa Core,32 GB,3 GB,13MP + 2MP,"3G, 4G VOLTE, 4G, 2G",4230 mAh
"Infinix Hot 7 (Mocha Brown, 64 GB)  (4 GB RAM)",X625C,Dual Sim,15.72 cm (6.19 inch),1500 x 720 pixels,Helio P25 (MTK6757CD),Octa Core,64 GB,4 GB,13MP + 2MP,"4G, 3G, 2G",4000 mAh
"Infinix Hot 7 (Aqua Blue, 64 GB)  (4 GB RAM)",X625C,Dual Sim,15.72 cm (6.19 inch),1500 x 720 pixels,Helio P25 (MTK6757CD),Octa Core,64 GB,4 GB,13MP + 2MP,"4G, 3G, 2G",4000 mAh
Karbonn KX24  (Black&Grey),KX24,Dual Sim,6.1 cm (2.4 inch),240 x 320$$Pixels,32 MB,32 MB,0.3MP,2G,3000 mAh
